Question ID,Question,Category,Difficulty Level,Tags,Answer,User Rating
837,What is the difference between padding and margin in CSS?,Frontend Development,Beginner,"JavaScript, CSS",Use the <a> tag with an href attribute pointing to the URL. Example: <a href='https://example.com'>Link</a>.,4.1
838,How do you center a div using CSS?,Frontend Development,Beginner,"JavaScript, Flexbox",Flexbox is a CSS layout module for aligning and distributing items within a container.,4.9
839,How can you create a responsive layout using CSS?,Frontend Development,Beginner,"CSS, Web Accessibility, Responsive Design, Flexbox",Bootstrap is a framework for building responsive websites with pre-designed components and utilities.,4.9
840,What are semantic elements in HTML?,Frontend Development,Beginner,"Bootstrap, Responsive Design, JavaScript",You can use document.getElementById('id') to select an element by its ID.,4.2
841,What is the DOM in JavaScript?,Frontend Development,Beginner,"DOM Manipulation, Web Accessibility, Responsive Design, Bootstrap",Flexbox is a CSS layout module for aligning and distributing items within a container.,4.4
842,How can you create a responsive layout using CSS?,Frontend Development,Beginner,"Basic Styling, JavaScript, Responsive Design, Web Accessibility","Var has function scope, let has block scope, and const is for constants that cannot be reassigned.",4.6
843,How do you include an external CSS file in an HTML document?,Frontend Development,Beginner,"JavaScript, DOM Manipulation, Bootstrap, Flexbox",Flexbox is a CSS layout module for aligning and distributing items within a container.,4.1
844,What are media queries in CSS?,Frontend Development,Beginner,"HTML, Flexbox, Grid, Forms","The <head> tag contains meta-information about the document, like title, scripts, and styles.",4.3
845,What is the difference between padding and margin in CSS?,Frontend Development,Beginner,"CSS, Media Queries, Flexbox",Add a JavaScript click event listener to make a button clickable.,4.2
846,What is the purpose of the <head> tag in HTML?,Frontend Development,Beginner,"Grid, Media Queries, Bootstrap",You can use document.getElementById('id') to select an element by its ID.,4.3
847,How do you validate a form using JavaScript?,Frontend Development,Beginner,"CSS, Media Queries, Flexbox, Bootstrap",Media queries allow you to apply styles conditionally based on screen size or device type.,4.7
848,What is the purpose of the <meta> tag in HTML?,Frontend Development,Beginner,"HTML, Responsive Design, Flexbox, Forms","Padding is the space inside an element's border, while margin is the space outside it.",4.6
849,What are media queries in CSS?,Frontend Development,Beginner,"Media Queries, Bootstrap, Grid, HTML","Var has function scope, let has block scope, and const is for constants that cannot be reassigned.",5.0
850,How do you select an element by ID in JavaScript?,Frontend Development,Beginner,"Responsive Design, Web Accessibility","Pseudo-classes define the state of an element, like :hover or :focus.",4.2
851,How can you make a button clickable using JavaScript?,Frontend Development,Beginner,"Basic Styling, HTML, Bootstrap, Web Accessibility",Flexbox is a CSS layout module for aligning and distributing items within a container.,4.5
852,"What is the difference between inline, block, and inline-block elements?",Frontend Development,Beginner,"Bootstrap, Flexbox, Media Queries","Pseudo-classes define the state of an element, like :hover or :focus.",4.8
853,How do you add a hyperlink in HTML?,Frontend Development,Beginner,"Basic Styling, Flexbox, CSS, HTML","HTML5 introduced new elements and attributes like <article>, <section>, and more robust multimedia support.",4.4
854,What is the difference between HTML and HTML5?,Frontend Development,Beginner,"Basic Styling, Flexbox, Media Queries",You can use document.getElementById('id') to select an element by its ID.,4.0
855,What is the difference between HTML and HTML5?,Frontend Development,Beginner,"DOM Manipulation, Web Accessibility","The <head> tag contains meta-information about the document, like title, scripts, and styles.",5.0
856,How do you add a hyperlink in HTML?,Frontend Development,Beginner,"HTML, Basic Styling, Web Accessibility, Forms","HTML5 introduced new elements and attributes like <article>, <section>, and more robust multimedia support.",4.8
857,"What is Bootstrap, and how is it used in web design?",Frontend Development,Beginner,"Basic Styling, Responsive Design",You can use margin: auto along with a defined width to center a div.,4.1
858,What is the DOM in JavaScript?,Frontend Development,Beginner,"Web Accessibility, Grid, DOM Manipulation, HTML","The <meta> tag provides metadata about the HTML document, such as character encoding or viewport settings.",4.3
859,What are media queries in CSS?,Frontend Development,Beginner,"Forms, Grid, Responsive Design",The DOM is the Document Object Model that represents the HTML structure as an object tree.,4.3
860,How do you include an external CSS file in an HTML document?,Frontend Development,Beginner,"Media Queries, Grid, CSS, DOM Manipulation","The <head> tag contains meta-information about the document, like title, scripts, and styles.",4.4
861,What is the DOM in JavaScript?,Frontend Development,Beginner,"HTML, Flexbox, Web Accessibility, Grid",Add a JavaScript click event listener to make a button clickable.,4.5
862,What is the purpose of the <head> tag in HTML?,Frontend Development,Beginner,"JavaScript, Media Queries, HTML, Basic Styling",Media queries allow you to apply styles conditionally based on screen size or device type.,4.1
863,What is the DOM in JavaScript?,Frontend Development,Beginner,"CSS, DOM Manipulation",The DOM is the Document Object Model that represents the HTML structure as an object tree.,4.3
864,"What is Bootstrap, and how is it used in web design?",Frontend Development,Beginner,"Responsive Design, Bootstrap",Flexbox is a CSS layout module for aligning and distributing items within a container.,4.2
865,What is the difference between HTML and HTML5?,Frontend Development,Beginner,"Flexbox, Basic Styling, Forms, CSS",Use the <a> tag with an href attribute pointing to the URL. Example: <a href='https://example.com'>Link</a>.,4.7
866,"What is the difference between var, let, and const in JavaScript?",Frontend Development,Beginner,"Web Accessibility, Media Queries","The <head> tag contains meta-information about the document, like title, scripts, and styles.",5.0
867,"What is the difference between inline, block, and inline-block elements?",Frontend Development,Beginner,"Forms, Basic Styling, Grid",Use the <link> tag within the <head> to include an external CSS file.,4.4
868,What are semantic elements in HTML?,Frontend Development,Beginner,"Bootstrap, DOM Manipulation, JavaScript, Grid",Bootstrap is a framework for building responsive websites with pre-designed components and utilities.,4.0
869,"What is Bootstrap, and how is it used in web design?",Frontend Development,Beginner,"DOM Manipulation, CSS",Use JavaScript functions like onsubmit or addEventListener to validate form input.,4.2
870,What are semantic elements in HTML?,Frontend Development,Beginner,"Flexbox, Forms, CSS, JavaScript",Use the CSS property background-image: url('path/to/image.jpg') to apply a background image.,4.7
871,How do you center a div using CSS?,Frontend Development,Beginner,"Forms, Responsive Design","Semantic elements clearly define the purpose of the element, such as <header> or <footer>.",4.6
872,How do you select an element by ID in JavaScript?,Frontend Development,Beginner,"Flexbox, Basic Styling",Flexbox is a CSS layout module for aligning and distributing items within a container.,4.0
873,How do you select an element by ID in JavaScript?,Frontend Development,Beginner,"JavaScript, Flexbox, CSS, HTML",You can use margin: auto along with a defined width to center a div.,4.9
874,What are semantic elements in HTML?,Frontend Development,Beginner,"Basic Styling, Responsive Design, Flexbox",You can use margin: auto along with a defined width to center a div.,4.2
875,How do you select an element by ID in JavaScript?,Frontend Development,Beginner,"Forms, CSS, JavaScript, Bootstrap",Add a JavaScript click event listener to make a button clickable.,4.7
876,"What is the difference between var, let, and const in JavaScript?",Frontend Development,Beginner,"Responsive Design, Flexbox, Basic Styling",Use JavaScript functions like onsubmit or addEventListener to validate form input.,4.8
877,What is the purpose of the <meta> tag in HTML?,Frontend Development,Beginner,"Grid, JavaScript",Use the CSS property background-image: url('path/to/image.jpg') to apply a background image.,4.5
878,How do you add a hyperlink in HTML?,Frontend Development,Beginner,"Bootstrap, Web Accessibility",You can use Flexbox or Grid in CSS to create responsive layouts effectively.,4.2
879,What is the difference between HTML and HTML5?,Frontend Development,Beginner,"Flexbox, HTML, Forms, Responsive Design",Use the <a> tag with an href attribute pointing to the URL. Example: <a href='https://example.com'>Link</a>.,4.5
